20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:36 is: B7 |;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:42 is: B7 /;;;
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
Idle time in macro cycle:4E is: B6 -;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;43
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;40;40
;;;
20;2F;3F;40
;;;
20;2F;42;43
;;;
Idle time in macro cycle:5A is: B3 \;;;
;;;
21;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;41;41
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;41;41
;;;
21;2F;41;42
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:66 is: B5 |;;;
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:72 is: B6 /;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;41;41
;;;
Idle time in macro cycle:7E is: B4 -;;;
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;41;42
;;;
20;2F;41;41
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:8A is: B5 \;;;
;;;
2F;32;4D;4E
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;41;43
;;;
2F;32;4D;4E
;;;
2F;3E;51;52
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;40;40
;;;
Idle time in macro cycle:96 is: A5 |;;;
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:A2 is: B6 /;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:AE is: B6 -;;;
;;;
20;2F;40;41
;;;
20;2F;41;41
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;41;41
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:BA is: B6 \;;;
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;41;43
;;;
20;2F;41;42
;;;
20;2F;40;40
;;;
21;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
20;2F;40;40
;;;
Idle time in macro cycle:C6 is: B5 |;;;
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
30;32;4D;4E
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;40;40
;;;
Idle time in macro cycle:D2 is: AA /;;;
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:DE is: B7 -;;;
;;;
2F;32;4D;4E
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;40;40
;;;
Idle time in macro cycle:EA is: AA \;;;
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
2F;32;4E;4E
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
Idle time in macro cycle:06 is: AA |;;;
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:12 is: B7 /;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:1E is: B7 -;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:2A is: B7 \;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:36 is: B7 |;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:42 is: B7 /;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:4E is: B7 -;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:5A is: B7 \;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
3E;4D;5F;5F
;;;
20;2F;3F;40
;;;
2F;3E;4F;50
;;;
2F;3E;4F;50
;;;
2F;3E;4F;50
;;;
2F;3E;4F;50
;;;
Idle time in macro cycle:66 is: 97 |;;;
;;;
2F;3E;4F;50
;;;
2F;3E;4F;50
;;;
3E;4D;5F;5F
;;;
20;2F;3F;40
;;;
4D;50;6C;6C
;;;
20;2F;3F;40
;;;
3E;4D;5E;5F
;;;
2F;3E;4F;50
;;;
2F;3E;4F;4F
;;;
2F;3E;4F;4F
;;;
2F;3E;50;50
;;;
2F;3E;4F;50
;;;
Idle time in macro cycle:72 is: 8B /;;;
;;;
2F;3E;4F;50
;;;
4D;50;6C;6C
;;;
2F;3E;4F;50
;;;
2F;3E;4F;50
;;;
2F;3E;4F;4F
;;;
2F;3E;4F;50
;;;
3E;4D;5F;5F
;;;
3E;41;5D;5D
;;;
2F;3E;4F;50
;;;
4D;50;6C;6C
;;;
2F;3E;4F;50
;;;
2F;3E;4F;50
;;;
Idle time in macro cycle:7E is: 8B -;;;
;;;
4D;50;6C;6C
;;;
20;2F;3F;40
;;;
3E;4D;5F;5F
;;;
4D;50;6C;6C
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:8A is: 8B \;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:96 is: B7 |;;;
;;;
21;2F;3F;40
;;;
30;33;4F;50
;;;
2F;32;4E;4E
;;;
20;2F;3F;40
;;;
2F;32;4D;4E
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;41;41
;;;
30;33;4F;50
;;;
Idle time in macro cycle:A2 is: A7 /;;;
;;;
2F;32;4D;4E
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
2F;32;4D;4E
;;;
20;2F;41;41
;;;
21;2F;41;41
;;;
20;2F;40;40
;;;
Idle time in macro cycle:AE is: A9 -;;;
;;;
21;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;40;40
;;;
2F;32;4D;4E
;;;
20;2F;3F;40
;;;
21;2F;41;41
;;;
20;2F;3F;40
;;;
2F;32;4E;4F
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:BA is: A8 \;;;
;;;
21;2F;41;42
;;;
2F;3E;4E;4F
;;;
20;2F;42;43
;;;
20;2F;42;43
;;;
20;2F;41;41
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;41;43
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:C6 is: A8 |;;;
;;;
20;2F;3F;40
;;;
20;2F;41;42
;;;
20;2F;41;41
;;;
20;2F;40;40
;;;
2F;32;4D;4E
;;;
20;2F;41;42
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
2F;32;4E;4F
;;;
23;3F;46;46
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:D2 is: A8 /;;;
;;;
2F;32;4D;4E
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;40;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:DE is: A9 -;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;42;43
;;;
20;2F;41;42
;;;
20;2F;41;43
;;;
2F;32;4E;50
;;;
20;2F;41;43
;;;
21;2F;41;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:EA is: A7 \;;;
;;;
20;2F;41;41
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;41;43
;;;
2F;32;4D;4E
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;42;43
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:06 is: AA |;;;
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;41;41
;;;
Idle time in macro cycle:12 is: B6 /;;;
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:1E is: B4 -;;;
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;41;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:2A is: B6 \;;;
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:36 is: B6 |;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:42 is: B7 /;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:4E is: B7 -;;;
;;;
20;2F;41;42
;;;
20;2F;41;41
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;41;42
;;;
20;2F;40;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;40;40
;;;
Idle time in macro cycle:5A is: B5 \;;;
;;;
21;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
2F;33;4E;4F
;;;
20;2F;40;41
;;;
20;2F;41;43
;;;
20;2F;40;40
;;;
2F;32;4E;4F
;;;
20;2F;3F;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:66 is: A7 |;;;
;;;
2F;32;4E;4F
;;;
20;2F;3F;40
;;;
21;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;41;43
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:72 is: A8 /;;;
;;;
21;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
2F;32;4D;4E
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
Idle time in macro cycle:7E is: AA -;;;
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
Idle time in macro cycle:8A is: B6 \;;;
;;;
21;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;41;41
;;;
20;2F;40;40
;;;
2F;32;4D;4E
;;;
20;2F;41;43
;;;
2F;32;4D;4E
;;;
20;2F;3F;40
;;;
21;2F;41;42
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:96 is: AA |;;;
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;40;40
;;;
21;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;40
;;;
Idle time in macro cycle:A2 is: B7 /;;;
;;;
2F;32;4D;4E
;;;
20;2F;3F;40
;;;
20;2F;41;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:AE is: AA -;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
Idle time in macro cycle:BA is: B7 \;;;
;;;
20;2F;3F;40
;;;
20;2F;3F;40
;;;
20;2F;40;41
;;;
20;2F;3F;40
